Date,SP500Ex7
2/12/2021,2170.27
2/16/2021,2171.76
2/17/2021,2172.8
2/18/2021,2163.53
2/19/2021,2165.41
2/22/2021,2163.13
2/23/2021,2167.24
2/24/2021,2196.26
2/25/2021,2151.07
2/26/2021,2132.43
3/1/2021,2178
3/2/2021,2167.04
3/3/2021,2148.47
3/4/2021,2116.47
3/5/2021,2161.43
3/8/2021,2168.43
3/9/2021,2180.24
3/10/2021,2200.74
3/11/2021,2214.32
3/12/2021,2224.84
3/15/2021,2237.43
3/16/2021,2227.62
3/17/2021,2233.28
3/18/2021,2212.86
3/19/2021,2207.27
3/22/2021,2215.33
3/23/2021,2193.14
3/24/2021,2189.3
3/25/2021,2207.42
3/26/2021,2251.69
3/29/2021,2246.42
3/30/2021,2241.35
3/31/2021,2239.51
4/1/2021,2261.1
4/5/2021,2283.91
4/6/2021,2282.53
4/7/2021,2279.18
4/8/2021,2283.61
4/9/2021,2298.17
4/12/2021,2297.92
4/13/2021,2295.85
4/14/2021,2296.05
4/15/2021,2316.48
4/16/2021,2327.22
4/19/2021,2315.7
4/20/2021,2299.51
4/21/2021,2322.88
4/22/2021,2306.07
4/23/2021,2327.26
4/26/2021,2327.41
4/27/2021,2329.92
4/28/2021,2328.34
4/29/2021,2344.36
4/30/2021,2326.2
5/3/2021,2339.54
5/4/2021,2335.49
5/5/2021,2340.07
5/6/2021,2357.44
5/7/2021,2376.48
5/10/2021,2365.65
5/11/2021,2341.63
5/12/2021,2295.35
5/13/2021,2325.17
5/14/2021,2353.87
5/17/2021,2348.63
5/18/2021,2329.88
5/19/2021,2320.9
5/20/2021,2340.53
5/21/2021,2343.9
5/24/2021,2358.55
5/25/2021,2350.42
5/26/2021,2354.07
5/27/2021,2362.37
5/28/2021,2365.19
6/1/2021,2364.65
6/2/2021,2368.17
6/3/2021,2365.23
6/4/2021,2378.84
6/7/2021,2372.3
6/8/2021,2370.79
6/9/2021,2364.08
6/10/2021,2372.14
6/11/2021,2375.91
6/14/2021,2371.71
6/15/2021,2370.02
6/16/2021,2353.25
6/17/2021,2340.03
6/18/2021,2304.51
6/21/2021,2342.69
6/22/2021,2349.36
6/23/2021,2344.06
6/24/2021,2360.63
6/25/2021,2375.76
6/28/2021,2370.67
6/29/2021,2369.28
6/30/2021,2374.66
7/1/2021,2388.08
7/2/2021,2397.98
7/6/2021,2382.81
7/7/2021,2389.66
7/8/2021,2367.11
7/9/2021,2398.39
7/12/2021,2405.98
7/13/2021,2393.79
7/14/2021,2393.4
7/15/2021,2390.47
7/16/2021,2374.12
7/19/2021,2334.38
7/20/2021,2370.98
7/21/2021,2392.57
7/22/2021,2390.22
7/23/2021,2409.33
7/26/2021,2412.89
7/27/2021,2409.51
7/28/2021,2407.5
7/29/2021,2421.95
7/30/2021,2416.59
8/2/2021,2409.44
8/3/2021,2430
8/4/2021,2414.08
8/5/2021,2427.66
8/6/2021,2437.27
8/9/2021,2433.61
8/10/2021,2440.66
8/11/2021,2450.44
8/12/2021,2450.87
8/13/2021,2453.55
8/16/2021,2459.39
8/17/2021,2446.33
8/18/2021,2420.48
8/19/2021,2419.82
8/20/2021,2433.49
8/23/2021,2448.85
8/24/2021,2452.22
8/25/2021,2459.49
8/26/2021,2445.24
8/27/2021,2464.82
8/30/2021,2463.93
8/31/2021,2461.03
9/1/2021,2459.85
9/2/2021,2472.18
9/3/2021,2467.88
9/7/2021,2450.03
9/8/2021,2449.4
9/9/2021,2439.29
9/10/2021,2425.64
9/13/2021,2431.09
9/14/2021,2412.27
9/15/2021,2432.11
9/16/2021,2427.77
9/17/2021,2411.23
9/20/2021,2375.77
9/21/2021,2370.87
9/22/2021,2393.45
9/23/2021,2426.51
9/24/2021,2427.98
9/27/2021,2425.85
9/28/2021,2385.5
9/29/2021,2391.43
9/30/2021,2358.08
10/1/2021,2384.41
10/4/2021,2363.08
10/5/2021,2383.49
10/6/2021,2388.79
10/7/2021,2408.54
10/8/2021,2403.62
10/11/2021,2385.45
10/12/2021,2382.07
10/13/2021,2386.64
10/14/2021,2425.99
10/15/2021,2442.31
10/18/2021,2441.42
10/19/2021,2460.89
10/20/2021,2475.58
10/21/2021,2478.61
10/22/2021,2487.54
10/25/2021,2494.81
10/26/2021,2494.95
10/27/2021,2462.59
10/28/2021,2483.12
10/29/2021,2484.02
11/1/2021,2490.8
11/2/2021,2499.27
11/3/2021,2510.83
11/4/2021,2510.07
11/5/2021,2520.11
11/8/2021,2527.1
11/9/2021,2522.79
11/10/2021,2509.24
11/11/2021,2508.77
11/12/2021,2522.24
11/15/2021,2522.9
11/16/2021,2530.89
11/17/2021,2518.47
11/18/2021,2510.21
11/19/2021,2495.08
11/22/2021,2493.95
11/23/2021,2505.24
11/24/2021,2508.82
11/26/2021,2456.1
11/29/2021,2477.02
11/30/2021,2418.8
12/1/2021,2392.5
12/2/2021,2438.74
12/3/2021,2428.79
12/6/2021,2457.98
12/7/2021,2497.13
12/8/2021,2500.1
12/9/2021,2486.94
12/10/2021,2507.59
12/13/2021,2494.13
12/14/2021,2480.16
12/15/2021,2511.81
12/16/2021,2512.39
12/17/2021,2482.03
12/20/2021,2454.49
12/21/2021,2493.07
12/22/2021,2512.15
12/23/2021,2525.78
12/27/2021,2556.37
12/28/2021,2557.4
12/29/2021,2564.37
12/30/2021,2559.78
12/31/2021,2559.16
1/3/2022,2561.35
1/4/2022,2574.54
1/5/2022,2540.66
1/6/2022,2542.52
1/7/2022,2534.21
1/10/2022,2526.51
1/11/2022,2546.71
1/12/2022,2549.03
1/13/2022,2528.37
1/14/2022,2521.82
1/18/2022,2480.6
1/19/2022,2459.17
1/20/2022,2433.96
1/21/2022,2396.35
1/24/2022,2404.18
1/25/2022,2384.48
1/26/2022,2371.72
1/27/2022,2362.16
1/28/2022,2406.79
1/31/2022,2441.69
2/1/2022,2461.48
2/2/2022,2477.98
2/3/2022,2443.15
2/4/2022,2440.3
2/7/2022,2438.93
2/8/2022,2456.19
2/9/2022,2489.41
2/10/2022,2449.04
2/11/2022,2413.52
2/14/2022,2396.73
2/15/2022,2427.89
2/16/2022,2430.24
2/17/2022,2388.68
2/18/2022,2376.72
2/22/2022,2355.04
2/23/2022,2320.55
2/24/2022,2336.52
2/25/2022,2396.52
2/28/2022,2382.14
3/1/2022,2344.22
3/2/2022,2390.28
3/3/2022,2385.3
3/4/2022,2374.13
3/7/2022,2312.92
3/8/2022,2293.13
3/9/2022,2339.78
3/10/2022,2332.48
3/11/2022,2309.85
3/14/2022,2305.4
3/15/2022,2343.5
3/16/2022,2385.92
3/17/2022,2415.95
3/18/2022,2432.68
3/21/2022,2429.43
3/22/2022,2446.36
3/23/2022,2411.84
3/24/2022,2439.53
3/25/2022,2455.51
3/28/2022,2462.87
3/29/2022,2492.25
3/30/2022,2479.25
3/31/2022,2442.88
4/1/2022,2452.63
4/4/2022,2456.29
4/5/2022,2434.49
4/6/2022,2430.31
4/7/2022,2443.75
4/8/2022,2450.48
4/11/2022,2422.63
4/12/2022,2413.16
4/13/2022,2431.99
4/14/2022,2416.06
4/18/2022,2410.93
4/19/2022,2445.98
4/20/2022,2457.39
4/21/2022,2424.43
4/22/2022,2356.42
4/25/2022,2362.7
4/26/2022,2310.63
4/27/2022,2315.92
4/28/2022,2360.16
4/29/2022,2286.05
5/2/2022,2289.19
5/3/2022,2302.18
5/4/2022,2366.54
5/5/2022,2299.79
5/6/2022,2287.52
5/9/2022,2222.66
5/10/2022,2218.98
5/11/2022,2199.29
5/12/2022,2204.75
5/13/2022,2247.94
5/16/2022,2245.49
5/17/2022,2285.72
5/18/2022,2203.4
5/19/2022,2193.13
5/20/2022,2198.65
5/23/2022,2234.84
5/24/2022,2231.81
5/25/2022,2250.62
5/26/2022,2289.57
5/27/2022,2336.4
5/31/2022,2314.73
6/1/2022,2293.69
6/2/2022,2330.47
6/3/2022,2305.42
6/6/2022,2308.81
6/7/2022,2332.08
6/8/2022,2302.6
6/9/2022,2252.02
6/10/2022,2195.48
6/13/2022,2116.52
6/14/2022,2102.79
6/15/2022,2122
6/16/2022,2058.08
6/17/2022,2055.15
6/21/2022,2100.63
6/22/2022,2098.84
6/23/2022,2114.07
6/24/2022,2173.44
6/27/2022,2172.11
6/28/2022,2140.36
6/29/2022,2133.88
6/30/2022,2122.07
7/1/2022,2145.35
7/5/2022,2132.61
7/6/2022,2136.31
7/7/2022,2161.94
7/8/2022,2157.95
7/11/2022,2143.18
7/12/2022,2126.72
7/13/2022,2116.03
7/14/2022,2103.85
7/15/2022,2147.09
7/18/2022,2130.44
7/19/2022,2186.5
7/20/2022,2191.79
7/21/2022,2208.01
7/22/2022,2197.75
7/25/2022,2207.35
7/26/2022,2192.19
7/27/2022,2228.38
7/28/2022,2256.39
7/29/2022,2273.75
8/1/2022,2268.5
8/2/2022,2252.08
8/3/2022,2274.83
8/4/2022,2268.37
8/5/2022,2272.22
8/8/2022,2273.46
8/9/2022,2264.49
8/10/2022,2305.24
8/11/2022,2310.07
8/12/2022,2345.25
8/15/2022,2352.39
8/16/2022,2359.39
8/17/2022,2342.29
8/18/2022,2349.28
8/19/2022,2325.55
8/22/2022,2280.99
8/23/2022,2274.18
8/24/2022,2282.36
8/25/2022,2311.81
8/26/2022,2241.71
8/29/2022,2230.64
8/30/2022,2206.76
8/31/2022,2189.49
9/1/2022,2197.32
9/2/2022,2177.06
9/6/2022,2170.83
9/7/2022,2210.02
9/8/2022,2229.7
9/9/2022,2257.32
9/12/2022,2275.53
9/13/2022,2190.28
9/14/2022,2194.04
9/15/2022,2174
9/16/2022,2158.53
9/19/2022,2169.97
9/20/2022,2140.64
9/21/2022,2105.77
9/22/2022,2086.77
9/23/2022,2052.06
9/26/2022,2024.56
9/27/2022,2017.87
9/28/2022,2061.4
9/29/2022,2027.6
9/30/2022,2000.22
10/3/2022,2056.28
10/4/2022,2118.28
10/5/2022,2114.54
10/6/2022,2090.22
10/7/2022,2042.52
10/10/2022,2027.68
10/11/2022,2019.32
10/12/2022,2010.65
10/13/2022,2063.4
10/14/2022,2022.48
10/17/2022,2065.94
10/18/2022,2091.57
10/19/2022,2075.93
10/20/2022,2058.23
10/21/2022,2106.91
10/24/2022,2132.12
10/25/2022,2163.29
10/26/2022,2174.26
10/27/2022,2177.86
10/28/2022,2225.68
10/31/2022,2214.68
11/1/2022,2217.02
11/2/2022,2170.6
11/3/2022,2158.83
11/4/2022,2187.41
11/7/2022,2208.45
11/8/2022,2223.49
11/9/2022,2182.56
11/10/2022,2283.04
11/11/2022,2295.02
11/14/2022,2277.81
11/15/2022,2295.29
11/16/2022,2278.15
11/17/2022,2270.63
11/18/2022,2286.49
11/21/2022,2285.66
11/22/2022,2315.83
11/23/2022,2323.92
11/25/2022,2329.49
11/28/2022,2295.14
11/29/2022,2298.24
11/30/2022,2352.65
12/1/2022,2349.93
12/2/2022,2348.29
12/5/2022,2306.55
12/6/2022,2280.77
12/7/2022,2281.48
12/8/2022,2296.28
12/9/2022,2277.63
12/12/2022,2311.25
12/13/2022,2323.99
12/14/2022,2311.71
12/15/2022,2261.84
12/16/2022,2238.27
12/19/2022,2224.16
12/20/2022,2228.24
12/21/2022,2260.9
12/22/2022,2238.19
12/23/2022,2252.79
12/27/2022,2254.38
12/28/2022,2229.35
12/29/2022,2260.36
12/30/2022,2253.53
1/3/2023,2249.79
1/4/2023,2274.87
1/5/2023,2253.52
1/6/2023,2303.52
1/9/2023,2294.4
1/10/2023,2308.99
1/11/2023,2329.51
1/12/2023,2336.05
1/13/2023,2341.72
1/17/2023,2332.24
1/18/2023,2293.12
1/19/2023,2274.03
1/20/2023,2307.01
1/23/2023,2327.67
1/24/2023,2326.85
1/25/2023,2329.98
1/26/2023,2345
1/27/2023,2339.46
1/30/2023,2318.18
1/31/2023,2349.71
2/1/2023,2367.31
2/2/2023,2373.31
2/3/2023,2352.8
2/6/2023,2340.56
2/7/2023,2360.02
2/8/2023,2340.44
2/9/2023,2322.34
2/10/2023,2335.61
2/13/2023,2357.64
2/14/2023,2350.92
2/15/2023,2354.82
2/16/2023,2328.83
2/17/2023,2326.4
2/21/2023,2284.14
2/22/2023,2278.12
2/23/2023,2284.86
2/24/2023,2266.87
2/27/2023,2269.86
2/28/2023,2261.59
3/1/2023,2256.11
3/2/2023,2273.71
3/3/2023,2302.64
3/6/2023,2301.11
3/7/2023,2263.84
3/8/2023,2265.2
3/9/2023,2222.65
3/10/2023,2190.36
3/13/2023,2177.61
3/14/2023,2205.31
3/15/2023,2178.03
3/16/2023,2204.99
3/17/2023,2173.86
3/20/2023,2200.93
3/21/2023,2224.22
3/22/2023,2183.2
3/23/2023,2182.09
3/24/2023,2196.4
3/27/2023,2210.32
3/28/2023,2210.75
3/29/2023,2238.65
3/30/2023,2248.62
3/31/2023,2277.17
4/3/2023,2289.67
4/4/2023,2272.69
4/5/2023,2275.46
4/6/2023,2274.53
4/10/2023,2283.47
4/11/2023,2292.47
4/12/2023,2285.81
4/13/2023,2305.5
4/14/2023,2300.02
4/17/2023,2310.52
4/18/2023,2312.89
4/19/2023,2310.45
4/20/2023,2300.98
4/21/2023,2303.05
4/24/2023,2308.51
4/25/2023,2274.87
4/26/2023,2248.37
4/27/2023,2278.92
4/28/2023,2301.88
5/1/2023,2302.41
5/2/2023,2271.64
5/3/2023,2253.7
5/4/2023,2235.13
5/5/2023,2270.01
5/8/2023,2269.05
5/9/2023,2260.08
5/10/2023,2260.29
5/11/2023,2249.44
5/12/2023,2249.34
5/15/2023,2256.92
5/16/2023,2230.78
5/17/2023,2256.83
5/18/2023,2270.76
5/19/2023,2268.29
5/22/2023,2264.36
5/23/2023,2241.75
5/24/2023,2220.82
5/25/2023,2219.55
5/26/2023,2240.5
5/30/2023,2234.36
5/31/2023,2223.09
6/1/2023,2237.69
6/2/2023,2277.09
6/5/2023,2269.8
6/6/2023,2277.14
6/7/2023,2285.92
6/8/2023,2293.57
6/9/2023,2293.3
6/12/2023,2307.82
6/13/2023,2323.22
6/14/2023,2319.12
6/15/2023,2345.83
6/16/2023,2340.95
6/20/2023,2322.06
6/21/2023,2318.44
6/22/2023,2313.85
6/23/2023,2297.1
6/26/2023,2303.33
6/27/2023,2324.21
6/28/2023,2319.48
6/29/2023,2336.92
6/30/2023,2359.23
7/3/2023,2362.54
7/5/2023,2353.41
7/6/2023,2330.46
7/7/2023,2324.8
7/10/2023,2345.02
7/11/2023,2363.7
7/12/2023,2373.25
7/13/2023,2381.75
7/14/2023,2376.5
7/17/2023,2381.57
7/18/2023,2394.77
7/19/2023,2403.88
7/20/2023,2409.05
7/21/2023,2417.8
7/24/2023,2426.46
7/25/2023,2427.9
7/26/2023,2428.78
7/27/2023,2411.82
7/28/2023,2423.06
7/31/2023,2428.67
8/1/2023,2424.43
8/2/2023,2401.67
8/3/2023,2393.43
8/4/2023,2380.47
8/7/2023,2405.09
8/8/2023,2397.24
8/9/2023,2389.72
8/10/2023,2389.28
8/11/2023,2392.22
8/14/2023,2397.04
8/15/2023,2368.87
8/16/2023,2353.73
8/17/2023,2337.68
8/18/2023,2341.1
8/21/2023,2342.88
8/22/2023,2334.19
8/23/2023,2352.11
8/24/2023,2327.54
8/25/2023,2343.64
8/28/2023,2357.61
8/29/2023,2381.61
8/30/2023,2387.54
8/31/2023,2379.38
9/1/2023,2387.93
9/5/2023,2367.67
9/6/2023,2361.22
9/7/2023,2358.82
9/8/2023,2360.81
9/11/2023,2367.56
9/12/2023,2363.12
9/13/2023,2360
9/14/2023,2379.97
9/15/2023,2356.63
9/18/2023,2357.17
9/19/2023,2351.19
9/20/2023,2341.06
9/21/2023,2303.93
9/22/2023,2298.17
9/25/2023,2304.17
9/26/2023,2274.61
9/27/2023,2274.87
9/28/2023,2286.81
9/29/2023,2275.57
10/2/2023,2259.21
10/3/2023,2233.83
10/4/2023,2243.57
10/5/2023,2237.69
10/6/2023,2257.5
10/9/2023,2273.47
10/10/2023,2288.3
10/11/2023,2290.12
10/12/2023,2272.2
10/13/2023,2271.36
10/16/2023,2294.68
10/17/2023,2300.94
10/18/2023,2273.36
10/19/2023,2252.75
10/20/2023,2228.63
10/23/2023,2214.97
10/24/2023,2230.02
10/25/2023,2207.89
10/26/2023,2196.84
10/27/2023,2170.55
10/30/2023,2192.88
10/31/2023,2211.85
11/1/2023,2222.95
11/2/2023,2268.09
11/3/2023,2289.71
11/6/2023,2285.92
11/7/2023,2284.19
11/8/2023,2282.48
11/9/2023,2263.44
11/10/2023,2291.88
11/13/2023,2291.5
11/14/2023,2336.34
11/15/2023,2343.43
11/16/2023,2339.7
11/17/2023,2347.86
11/20/2023,2359.76
11/21/2023,2358.23
11/22/2023,2367.58
11/24/2023,2375.63
11/27/2023,2367.54
11/28/2023,2364.77
11/29/2023,2369.37
11/30/2023,2388.65
12/1/2023,2410.12
12/4/2023,2406.41
12/5/2023,2391.22
12/6/2023,2387.08
12/7/2023,2396.26
12/8/2023,2403.96
12/11/2023,2429.61
12/12/2023,2437.52
12/13/2023,2476.93
12/14/2023,2490.03
12/15/2023,2482.61
12/18/2023,2488.69
12/19/2023,2505.35
12/20/2023,2464.18
12/21/2023,2489.9
12/22/2023,2496.7
12/26/2023,2509.79
12/27/2023,2514.24
12/28/2023,2515.98
12/29/2023,2510.49
1/2/2024,2510.25
1/3/2024,2488.86
1/4/2024,2485.86
1/5/2024,2490.07
1/8/2024,2513.65
1/9/2024,2504.21
1/10/2024,2510.09
1/11/2024,2507.07
1/12/2024,2508.01
1/16/2024,2495.53
1/17/2024,2481.46
1/18/2024,2495.3
1/19/2024,2520.64
1/22/2024,2528.38
1/23/2024,2532.39
1/24/2024,2527.58
1/25/2024,2546.5
1/26/2024,2546.62
1/29/2024,2561.68
1/30/2024,2567.93
1/31/2024,2541.07
2/1/2024,2569.52
2/2/2024,2571.39
2/5/2024,2558.86
2/6/2024,2568.07
2/7/2024,2582.34
2/8/2024,2586.33
2/9/2024,2589.96
2/12/2024,2596.05
2/13/2024,2562.45
2/14/2024,2586.14
2/15/2024,2611.41
2/16/2024,2601.96
2/20/2024,2591.78
2/21/2024,2597.89
2/22/2024,2631.97
2/23/2024,2637.34
2/26/2024,2631.19
2/27/2024,2635.1
2/28/2024,2635.33
2/29/2024,2642.54
3/1/2024,2663.48
3/4/2024,2667.24
3/5/2024,2648.32
3/6/2024,2664.69
3/7/2024,2681.27
3/8/2024,2669.58
3/11/2024,2671.78
3/12/2024,2686.41
3/13/2024,2684.79
3/14/2024,2668.76
3/15/2024,2657.35
3/18/2024,2666.63
3/19/2024,2680.41
3/20/2024,2700.01
3/21/2024,2717.88
3/22/2024,2702.25
3/25/2024,2695.43
3/26/2024,2692.96
3/27/2024,2724.78
3/28/2024,2733.56
4/1/2024,2719.56
4/2/2024,2699.2
4/3/2024,2700.03
4/4/2024,2666.97
4/5/2024,2690.73
4/8/2024,2690.57
4/9/2024,2694.63
4/10/2024,2660.24
4/11/2024,2661.59
4/12/2024,2620.43
4/15/2024,2599.6
4/16/2024,2594.3
4/17/2024,2585.92
4/18/2024,2583.55
4/19/2024,2585.68
4/22/2024,2604.9
4/23/2024,2629.74
4/24/2024,2630.48
4/25/2024,2625.88
4/26/2024,2628.99
4/29/2024,2638.33
4/30/2024,2605.77
5/1/2024,2592.95
5/2/2024,2606.16
5/3/2024,2623.44
5/6/2024,2646.3
5/7/2024,2654.81
5/8/2024,2656.15
5/9/2024,2674.01
5/10/2024,2681.74
5/13/2024,2677.23
5/14/2024,2686.79
5/15/2024,2715.45
5/16/2024,2710.9
5/17/2024,2716.93
5/20/2024,2711.91
5/21/2024,2713.62
5/22/2024,2707.31
5/23/2024,2673.32
5/24/2024,2683.8
5/28/2024,2666.39
5/29/2024,2638.04
5/30/2024,2638.98
5/31/2024,2672.16
6/3/2024,2660.06
6/4/2024,2659.76
6/5/2024,2678.87
6/6/2024,2677.97
6/7/2024,2674.25
6/10/2024,2680.83
6/11/2024,2670.69
6/12/2024,2679.18
6/13/2024,2681.83
6/14/2024,2676.62
6/17/2024,2696.46
6/18/2024,2706.05
6/20/2024,2709.08
6/21/2024,2707.82
6/24/2024,2716.32
6/25/2024,2703.14
6/26/2024,2694.47
6/27/2024,2695.46
6/28/2024,2697.86
7/1/2024,2685.89
7/2/2024,2697.71
7/3/2024,2701.14
7/5/2024,2704.76
7/8/2024,2706.49
7/9/2024,2703.57
7/10/2024,2724.29
7/11/2024,2737.01
7/12/2024,2754.39
7/15/2024,2762.09
7/16/2024,2797.61
7/17/2024,2783.23
7/18/2024,2756.32
7/19/2024,2738.82
7/22/2024,2758.58
7/23/2024,2749.5
7/24/2024,2717.48
7/25/2024,2715.62
7/26/2024,2748.6
7/29/2024,2747.83
7/30/2024,2749.87
7/31/2024,2773.07
8/1/2024,2742.38
8/2/2024,2697.91
8/5/2024,2634.52
8/6/2024,2661.13
8/7/2024,2642.53
8/8/2024,2698.9
8/9/2024,2707.45
8/12/2024,2698.74
8/13/2024,2730.46
8/14/2024,2744.65
8/15/2024,2780.17
8/16/2024,2784.85
8/19/2024,2804.56
8/20/2024,2799.29
8/21/2024,2812.62
8/22/2024,2802.83
8/23/2024,2829.7
8/26/2024,2828.42
8/27/2024,2834.39
8/28/2024,2824.49
8/29/2024,2835.26
8/30/2024,2861.92
9/3/2024,2822.14
9/4/2024,2823.06
9/5/2024,2799.45
9/6/2024,2764.79
9/9/2024,2796.82
9/10/2024,2800.85
9/11/2024,2807.94
9/12/2024,2822.6
9/13/2024,2840.63
9/16/2024,2857.89
9/17/2024,2854.86
9/18/2024,2845.36
9/19/2024,2876.97
9/20/2024,2874.15
9/23/2024,2885.01
9/24/2024,2885.96
9/25/2024,2872.19
9/26/2024,2887.86
9/27/2024,2889.92
9/30/2024,2897.63
10/1/2024,2882.88
10/2/2024,2885.25
10/3/2024,2873.98
10/4/2024,2896.19
10/7/2024,2873.58
10/8/2024,2889.02
10/9/2024,2914.4
10/10/2024,2903.18
10/11/2024,2931.42
10/14/2024,2949.48
10/15/2024,2927.62
10/16/2024,2945.4
10/17/2024,2942.84
10/18/2024,2951.33
10/21/2024,2928.99
10/22/2024,2919.85
10/23/2024,2908.39
10/24/2024,2902.48
10/25/2024,2888.88
10/28/2024,2899.63
10/29/2024,2894.36
10/30/2024,2883.4
10/31/2024,2855.26
11/1/2024,2858.98
11/4/2024,2854.52
11/5/2024,2885.88
11/6/2024,2954.81
11/7/2024,2958.53
11/8/2024,2978.49
11/11/2024,2987.73
11/12/2024,2967.34
11/13/2024,2968.95
11/14/2024,2946.47
11/15/2024,2923.31
11/18/2024,2933.29
11/19/2024,2926.18
11/20/2024,2932.73
11/21/2024,2968.75
11/22/2024,2990.68
11/25/2024,3007.46
11/26/2024,3013.89
11/27/2024,3007.57
11/29/2024,3017.16
12/2/2024,3008.39
12/3/2024,2998.05
12/4/2024,3001.76
12/5/2024,2988.06
12/6/2024,2989.65
12/9/2024,2965.26
12/10/2024,2948.68
12/11/2024,2951.89
12/12/2024,2935.72
12/13/2024,2944.28
12/16/2024,2941.42
12/17/2024,2922
12/18/2024,2841.54
12/19/2024,2831.15
12/20/2024,2864.77
12/23/2024,2877.64
12/24/2024,2904.47
12/26/2024,2907.86
12/27/2024,2886.06
12/30/2024,2854.81
12/31/2024,2855.34
1/2/2025,2850.25
1/3/2025,2874.83
1/6/2025,2871.09
1/7/2025,2861.43
1/8/2025,2868.68
1/10/2025,2825.74
1/13/2025,2843.04
1/14/2025,2859.54
1/15/2025,2893.5
1/16/2025,2912.71
1/17/2025,2931.74
1/21/2025,2967.58
1/22/2025,2965.63
1/23/2025,2987.09
1/24/2025,2984.62
1/27/2025,2974.76
1/28/2025,2965.57
1/29/2025,2960.25
1/30/2025,2993.63
1/31/2025,2976.27
2/3/2025,2969.3
2/4/2025,2977.8
2/5/2025,3003.3
2/6/2025,3005.99
2/7/2025,2988.75
2/10/2025,3006.64
2/11/2025,3010.05
2/12/2025,2999.13
2/13/2025,3020.68
2/14/2025,3010.93
2/18/2025,3027.11
2/19/2025,3033.82
2/20/2025,3017.15
2/21/2025,2974.13
2/24/2025,2969.9
2/25/2025,2973.26
2/26/2025,2972.59
2/27/2025,2949.28
2/28/2025,2989.15
3/3/2025,2959.47
3/4/2025,2909.07
3/5/2025,2935.15
3/6/2025,2892.53
3/7/2025,2908.99
3/10/2025,2857
3/11/2025,2827.23
3/12/2025,2824.12
3/13/2025,2795.27
3/14/2025,2845.61
3/17/2025,2881.98
3/18/2025,2864.61
3/19/2025,2890.21
3/20/2025,2882.21
3/21/2025,2872.09
3/24/2025,2912.39
3/25/2025,2906.94
3/26/2025,2896.27
3/27/2025,2887.82
3/28/2025,2846.22
3/31/2025,2871.1
4/1/2025,2869.21
4/2/2025,2889.27
4/3/2025,2773.37
4/4/2025,2603.94
4/7/2025,2593.16
4/8/2025,2561.51
4/9/2025,2756.35
4/10/2025,2675.1
4/11/2025,2716.76
4/14/2025,2745.76
4/15/2025,2743.66
4/16/2025,2704.61
4/17/2025,2718.55
4/21/2025,2661.85
4/22/2025,2724.98
4/23/2025,2753.69
4/24/2025,2799.3
4/25/2025,2801.95
4/28/2025,2810.29
4/29/2025,2828.11
4/30/2025,2838.86
5/1/2025,2827.73
5/2/2025,2877.12
5/5/2025,2863.87
5/6/2025,2840.43
5/7/2025,2859.68
5/8/2025,2870.47
5/9/2025,2865.68
5/12/2025,2932.81
5/13/2025,2936.22
5/14/2025,2919.23
5/15/2025,2948.57
5/16/2025,2973.78
5/19/2025,2978.56
5/20/2025,2971.34
5/21/2025,2917.3
5/22/2025,2907.43
5/23/2025,2899.02
5/27/2025,2947.02
5/28/2025,2929.05
5/29/2025,2935.8
5/30/2025,2944.84
6/2/2025,2953.2
6/3/2025,2971.21
6/4/2025,2966.18
6/5/2025,2958.87
6/6/2025,2979.4
6/9/2025,2975.57
6/10/2025,2987.85
6/11/2025,2988.26
6/12/2025,2999.38
6/13/2025,2964.38
6/16/2025,2984.7
6/17/2025,2959.18
6/18/2025,2955.76
6/20/2025,2956.48
6/23/2025,2984.44
6/24/2025,3018.8
6/25/2025,3003.24
6/26/2025,3025.14
6/27/2025,3033.66
6/30/2025,3055.49
7/1/2025,3067.45
7/2/2025,3070.59
7/3/2025,3093.11
7/7/2025,3072.61
7/8/2025,3070.46
7/9/2025,3079.53
7/10/2025,3086.13
7/11/2025,3066.1
7/14/2025,3074.47
7/15/2025,3042.62
7/16/2025,3055.11
7/17/2025,3072.09
7/18/2025,3066.4
7/21/2025,3064.76
7/22/2025,3078.54
7/23/2025,3104.91
7/24/2025,3100.73
7/25/2025,3115.28
7/28/2025,3106.09
7/29/2025,3101.43
7/30/2025,3091.46
7/31/2025,3055.21
8/1/2025,3026.73
8/4/2025,3062.63
8/5/2025,3050.66
8/6/2025,3057.58
8/7/2025,3045.28
8/8/2025,3057.32
8/11/2025,3049.88
8/12/2025,3085.04
8/13/2025,3105.14
8/14/2025,3099.66
8/15/2025,3091.98
8/18/2025,3093.4
8/19/2025,3093.23
8/20/2025,3098.27
8/21/2025,3086.51
8/22/2025,3126.14
8/25/2025,3102.13
8/26/2025,3115.23
8/27/2025,3123.48
8/28/2025,3131.28
8/29/2025,3122.19
9/2/2025,3106.97
9/3/2025,3100.38
9/4/2025,3121.5
9/5/2025,3121.31
9/8/2025,3127.97
9/9/2025,3130.23
9/10/2025,3148.23
9/11/2025,3178.73
9/12/2025,3157.79
9/15/2025,3156.3
9/16/2025,3151.07
9/17/2025,3157.32
9/18/2025,3169.7
9/19/2025,3171.98
9/22/2025,3173.44
9/23/2025,3173
9/24/2025,3163.79
9/25/2025,3144.03
9/26/2025,3165.21
9/29/2025,3169.41
9/30/2025,3181.26
10/1/2025,3191.33
10/2/2025,3192.89
10/3/2025,3200.79
10/6/2025,3205.27
